orientation;acceleration_x;acceleration_y;acceleration_z;touch_count;first_touch_finger_id;first_touch_delta_time;first_touch_tap_count;first_touch_phase;first_touch_position_x;first_touch_position_y;second_touch_finger_id;second_touch_delta_time;second_touch_tap_count;second_touch_phase;second_touch_position_x;second_touch_position_y;current_game_state;game_event;;;;;
FaceUp;0.04882812;-0.2675781;-0.9453124;2;0;0.03333334;1;Moved;186.6512;190.8354;1;0.03333334;1;Moved;423.1906;182.7382;GS_ISLAND;;;;;;
FaceUp;0.0390625;-0.2695312;-0.9707031;2;0;0.03333334;2;Stationary;195.924;186.5773;1;0.03333334;1;Moved;407.7843;175.7859;GS_ISLAND;;;;;;
FaceUp;0.1015625;-0.2773438;-0.9804687;2;0;0.03333334;2;Stationary;200.0379;175.4827;1;0.03333334;1;Stationary;389.7544;173.5245;GS_ISLAND;;;;;;
FaceUp;0.08593749;-0.2578125;-0.9414062;2;0;0.03333334;2;Moved;204.084;173.8762;1;0.03333334;1;Moved;384.7819;173.5245;GS_ISLAND;;;;;;
FaceUp;0.09570313;-0.2539063;-0.9472656;2;0;0.03333334;2;Stationary;211.6746;172.537;1;0.03333334;1;Stationary;382.2124;173.1406;GS_ISLAND;;;;;;
FaceUp;0.09374999;-0.2539063;-0.9374999;2;0;0.03333334;2;Moved;215.6085;171.977;1;0.03333334;1;Moved;376.9128;172.3728;GS_ISLAND;;;;;;
FaceUp;0.09179687;-0.2617188;-0.9628906;2;0;0.03333334;2;Moved;220.6559;171.938;1;0.03333334;1;Stationary;373.8615;172.3728;GS_ISLAND;;;;;;
FaceUp;0.08789062;-0.2539063;-0.9394531;2;0;0.03333334;2;Stationary;220.6559;171.938;1;0.03333334;1;Stationary;373.8615;172.3728;GS_ISLAND;;;;;;
FaceUp;0.07617188;-0.2460937;-0.9531249;2;0;0.03333334;2;Moved;220.7699;171.5686;1;0.03333334;1;Moved;379.1478;170.8892;GS_ISLAND;;;;;;
FaceUp;0.06445313;-0.25;-0.9472656;2;0;0.03333334;2;Stationary;220.4383;171.3791;1;0.03333334;1;Stationary;380.6065;170.4533;GS_ISLAND;;;;;;
FaceUp;0.08789062;-0.265625;-0.9726562;2;0;0.03333334;2;Stationary;220.4383;171.3791;1;0.03333334;1;Stationary;380.6065;170.4533;GS_ISLAND;;;;;;
FaceUp;0.06054687;-0.25;-0.8515624;2;0;0.03333334;2;Moved;221.3104;176.6593;1;0.03333334;1;Ended;382.561;175.1258;GS_ISLAND;;;;;;
FaceUp;0.001953125;-0.2949218;-0.9316406;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.1054687;-0.2832031;-1.039063;1;0;0.03333334;1;Moved;445.9357;267.6585;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03515625;-0.2929687;-0.9414062;1;0;0.03333334;1;Moved;445.548;255.5133;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05273437;-0.2675781;-0.9414062;1;0;0.03333334;1;Moved;436.3016;238.9429;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05859375;-0.265625;-0.9589843;1;0;0.03333334;1;Moved;433.5373;225.1855;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.02539063;-0.2792969;-0.9531249;1;0;0.03333334;1;Moved;433.4819;219.9229;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.02929687;-0.2578125;-0.9511718;1;0;0.03333334;1;Stationary;433.1164;215.3986;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04101563;-0.2558594;-0.9570312;1;0;0.03333334;1;Moved;433.0308;214.885;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0546875;-0.2480469;-0.9433593;1;0;0.03333334;1;Moved;433.6969;224.248;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05078125;-0.2539063;-0.9511718;1;0;0.03333334;1;Stationary;434.5682;230.2116;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05078125;-0.2519531;-0.9609374;1;0;0.03333334;1;Stationary;435.6175;233.3797;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04882812;-0.2539063;-0.9531249;1;0;0.03333334;1;Moved;436.1557;234.7953;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05078125;-0.25;-0.9628906;1;0;0.03333334;1;Stationary;436.1557;234.7953;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04882812;-0.2480469;-0.9492187;1;0;0.03333334;1;Moved;436.8898;240.3984;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05664063;-0.2519531;-0.9589843;1;0;0.03333334;1;Moved;437.7577;247.8336;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04882812;-0.25;-0.9511718;1;0;0.03333334;1;Moved;437.9429;251.2676;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05273437;-0.2480469;-0.9570312;1;0;0.03333334;1;Stationary;437.4301;254.8264;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0546875;-0.2539063;-0.9550781;1;0;0.03333334;1;Stationary;436.8185;258.1163;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04296875;-0.2539063;-0.9511718;1;0;0.03333334;1;Stationary;436.8185;258.1163;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0390625;-0.2519531;-0.9453124;1;0;0.03333334;1;Stationary;436.8185;258.1163;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04492188;-0.25;-0.9628906;1;0;0.03333334;1;Moved;435.1915;258.6113;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0390625;-0.2539063;-0.9628906;1;0;0.03333334;1;Moved;431.8038;258.0916;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04492188;-0.2460937;-0.9550781;1;0;0.03333334;1;Stationary;424.993;256.8297;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04296875;-0.2558594;-0.9492187;1;0;0.03333334;1;Stationary;420.1541;256.6353;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03515625;-0.25;-0.9589843;1;0;0.03333334;1;Moved;417.7441;258.7158;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04492188;-0.2539063;-0.9570312;1;0;0.03333334;1;Stationary;416.5975;261.6079;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04492188;-0.25;-0.9570312;1;0;0.03333334;1;Moved;416.8276;267.955;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05273437;-0.2402344;-0.9550781;1;0;0.03333334;1;Stationary;417.6775;271.3054;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05078125;-0.2382812;-0.9492187;1;0;0.03333334;1;Stationary;418.5863;274.436;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04101563;-0.2421875;-0.9492187;1;0;0.03333334;1;Moved;419.4099;275.5865;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03515625;-0.2460937;-0.9492187;1;0;0.03333334;1;Stationary;419.4099;275.5865;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03515625;-0.2402344;-0.9472656;1;0;0.03333334;1;Stationary;419.4099;275.5865;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05664063;-0.2402344;-0.9531249;1;0;0.03333334;1;Stationary;419.4099;275.5865;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04882812;-0.2382812;-0.9550781;1;0;0.03333334;1;Stationary;420.955;277.7839;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05273437;-0.2402344;-0.9550781;1;0;0.03333334;1;Stationary;422.3418;280.2931;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05664063;-0.2402344;-0.9589843;1;0;0.03333334;1;Moved;422.9181;281.8125;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05273437;-0.2382812;-0.9570312;1;0;0.03333334;1;Moved;423.3965;284.9112;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.046875;-0.2421875;-0.9550781;1;0;0.03333334;1;Stationary;423.4472;286.5033;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05273437;-0.2402344;-0.9687499;1;0;0.03333334;1;Stationary;423.4472;286.5033;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.046875;-0.2480469;-0.9414062;1;0;0.03333334;1;Stationary;423.5882;288.2552;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04882812;-0.2539063;-0.9628906;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.001953125;-0.2246094;-0.9609374;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.005859375;-0.2207031;-0.8437499;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03515625;-0.2519531;-0.9609374;2;0;0.03333334;1;Moved;470.5302;175.985;1;0.03333334;1;Moved;175.0875;177.9584;GS_ISLAND;;;;;;
FaceUp;0.04492188;-0.2558594;-0.9667968;2;0;0.03333334;1;Stationary;461.1009;175.4245;1;0.03333334;1;Stationary;183.7189;176.5957;GS_ISLAND;;;;;;
FaceUp;0.0546875;-0.2578125;-0.9472656;2;0;0.03333334;1;Stationary;457.9953;174.7869;1;0.03333334;1;Stationary;186.9308;176.2118;GS_ISLAND;;;;;;
FaceUp;0.046875;-0.2675781;-0.9511718;2;0;0.03333334;1;Moved;453.0556;172.2925;1;0.03333334;1;Stationary;191.1062;176.2118;GS_ISLAND;;;;;;
FaceUp;0.046875;-0.2675781;-0.9531249;2;0;0.03333334;1;Stationary;450.4157;170.6071;1;0.03333334;1;Stationary;193.6757;176.2118;GS_ISLAND;;;;;;
FaceUp;0.046875;-0.2597656;-0.9511718;2;0;0.03333334;1;Stationary;450.4157;170.6071;1;0.03333334;1;Stationary;193.6757;176.2118;GS_ISLAND;;;;;;
FaceUp;0.04101563;-0.2675781;-0.9453124;2;0;0.03333334;1;Stationary;450.048;170.4218;1;0.03333334;1;Stationary;194.9604;176.9796;GS_ISLAND;;;;;;
FaceUp;0.04296875;-0.2636718;-0.9941406;2;0;0.03333334;1;Stationary;449.8322;170.313;1;0.03333334;1;Moved;195.2816;178.5153;GS_ISLAND;;;;;;
FaceUp;-0.001953125;-0.25;-0.9238281;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.02929687;-0.2949218;-0.9140625;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03125;-0.2851563;-0.9374999;1;0;0.03333334;1;Stationary;460.6267;233.1805;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03320312;-0.2773438;-0.9238281;1;0;0.03333334;1;Moved;455.3047;209.5972;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.02539063;-0.2871094;-0.9374999;1;0;0.03333334;1;Moved;450.809;203.2338;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.02929687;-0.2890625;-0.9414062;1;0;0.03333334;1;Stationary;450.1428;202.125;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0234375;-0.28125;-0.9414062;1;0;0.03333334;1;Moved;449.4906;201.2563;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04492188;-0.2773438;-0.9570312;1;0;0.03333334;1;Moved;448.7137;203.6986;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04882812;-0.2695312;-0.9531249;1;0;0.03333334;1;Moved;449.2322;206.8882;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04882812;-0.2695312;-0.9550781;1;0;0.03333334;1;Stationary;450.1156;208.2411;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04492188;-0.265625;-0.9453124;1;0;0.03333334;1;Stationary;450.1156;208.2411;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.046875;-0.2675781;-0.9492187;1;0;0.03333334;1;Stationary;450.1156;208.2411;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.046875;-0.2695312;-0.9433593;1;0;0.03333334;1;Moved;451.3523;208.8655;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.046875;-0.265625;-0.9570312;1;0;0.03333334;1;Moved;453.7967;209.2455;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04101563;-0.2636718;-0.9589843;1;0;0.03333334;1;Moved;456.4502;209.3048;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03515625;-0.265625;-0.9492187;1;0;0.03333334;1;Moved;457.9046;209.3054;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04101563;-0.265625;-0.9511718;1;0;0.03333334;1;Moved;459.2035;209.7458;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04101563;-0.2597656;-0.9609374;1;0;0.03333334;1;Stationary;459.2035;209.7458;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0390625;-0.25;-0.9570312;1;0;0.03333334;1;Stationary;459.2035;209.7458;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05078125;-0.2636718;-0.9687499;1;0;0.03333334;1;Stationary;459.2035;209.7458;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0703125;-0.25;-0.9628906;1;0;0.03333334;1;Stationary;460.0645;210.8202;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.02929687;-0.2480469;-0.8789062;1;0;0.03333334;1;Ended;459.2093;212.7009;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.06640624;-0.2832031;-0.9374999;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04882812;-0.2890625;-0.9433593;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0390625;-0.2871094;-0.9589843;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.07421874;-0.2753906;-0.9199219;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04101563;-0.2929687;-0.9374999;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.046875;-0.2988281;-0.9589843;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05664063;-0.2832031;-0.9374999;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0625;-0.2871094;-0.9414062;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05859375;-0.2871094;-0.9374999;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.078125;-0.2753906;-0.9453124;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0703125;-0.2851563;-0.9472656;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.07226562;-0.265625;-0.9453124;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.08593749;-0.28125;-0.9765624;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.07421874;-0.25;-0.9355468;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04296875;-0.2636718;-0.9199219;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04492188;-0.2949218;-1.003906;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04296875;-0.2890625;-0.9316406;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;-0.0234375;-0.3164062;-0.9374999;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;-0.0234375;-0.3300781;-0.9804687;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;-0.0234375;-0.3183593;-0.8710937;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.1074219;-0.3476562;-0.8359374;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.171875;-0.3496093;-0.8574218;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.1347656;-0.3007813;-0.8671874;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.1113281;-0.2773438;-0.8261718;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.09960937;-0.2265625;-1.078125;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.06445313;-0.1386719;-1.210938;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.1699219;-0.1054687;-0.9687499;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.2324219;-0.109375;-1.068359;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.1445312;-0.1679688;-1.023438;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.1113281;-0.2070312;-0.9121094;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.2207031;-0.1835937;-0.8867186;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.09570313;-0.2519531;-0.8847656;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.08007812;-0.1699219;-0.9589843;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.01953125;-0.171875;-1.074219;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.00390625;-0.1796875;-1.009766;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.08007812;-0.171875;-0.9082031;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.09765624;-0.2011719;-0.9824218;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.06640624;-0.234375;-0.9628906;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.1132813;-0.2109375;-0.9511718;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.07421874;-0.2089844;-0.9628906;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.25;-0.1035156;-0.9746093;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;-0.06640624;-0.2128906;-1.048828;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.2324219;-0.1503906;-1.212891;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.05859375;-0.2324219;-1.023438;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.09179687;-0.1601562;-1.332031;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;-0.15625;-0.2617188;-0.7011718;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;-0.109375;-0.1210937;-0.921875;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;-0.07421874;-0.3320313;-0.9140625;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.009765625;-0.3222656;-0.9277343;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.01757813;-0.3652343;-0.9199219;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;-0.02734375;-0.2890625;-0.9199219;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;-0.03320312;-0.296875;-0.921875;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.005859375;-0.3339844;-0.8730468;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.02148437;-0.3300781;-0.9179688;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.01953125;-0.3222656;-0.9511718;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03320312;-0.2871094;-0.9765624;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.07421874;-0.3671875;-0.9101563;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03515625;-0.3066406;-0.9550781;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.02929687;-0.2988281;-0.9160156;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.0390625;-0.3300781;-0.9101563;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.02539063;-0.2890625;-0.9550781;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03710937;-0.3164062;-0.9296874;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04101563;-0.3222656;-0.9257812;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04296875;-0.3261718;-0.9374999;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.046875;-0.3242187;-0.9453124;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03515625;-0.3261718;-0.9550781;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.03515625;-0.3046875;-0.9257812;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
FaceUp;0.04101563;-0.3164062;-0.9374999;0;;;;;;;;;;;;;GS_ISLAND;;;;;;
